,tweet_favorite,tweet_id,tweet_retweet,user_favorite,user_follower,user_friend,user_id,user_mention_favorite,user_mention_follower,user_mention_friend,user_mention_id,user_mention_screen_name,user_mention_statuses,user_screen_name,user_statuses
802,0,771547151453126658,0,2666,114,86,2175388333,N/A,N/A,N/A,10228272,YouTube,N/A,MidnightFireTV,6320
803,0,771547129663807490,0,2,29,194,766744903569125376,N/A,N/A,N/A,10228272,YouTube,N/A,BreakingFury,13
804,0,771547127608598528,0,66,121,215,1388470112,N/A,N/A,N/A,10228272,YouTube,N/A,JMVPalaxHD,2927
805,0,771547111636688897,0,30,41,326,3728184256,N/A,N/A,N/A,10228272,YouTube,N/A,MateusMF9,2140
806,1,771547111452123137,0,453,41,121,734253963390951424,N/A,N/A,N/A,10228272,YouTube,N/A,ByAdrian10,131
807,0,771547109057179648,0,30,17,50,4169037184,N/A,N/A,N/A,10228272,YouTube,N/A,xablau_1227,155
808,2,771547099582205952,0,1799,421,181,537615343,N/A,N/A,N/A,10228272,YouTube,N/A,RyxnGN,15383
809,0,771547092917424128,0,3462,204,140,2739213322,N/A,N/A,N/A,83820762,Dinnerbone,N/A,akaCLB,4566
810,0,771547086286299136,0,94,77,148,3388226350,N/A,N/A,N/A,10228272,YouTube,N/A,XomoGames,305
811,0,771547080921796608,0,2585,420,660,29522161,N/A,N/A,N/A,N/A,N/A,N/A,colosimoalex,5318
812,0,771547076748390401,0,43,14,39,3191429102,N/A,N/A,N/A,10228272,YouTube,N/A,MrMrtoyMachine,766
813,1,771547072608636928,0,69,30,12,716419731083821056,N/A,N/A,N/A,N/A,N/A,N/A,sa__Minecraft,317
814,0,771547053813932032,2,0,133,242,2271491125,N/A,N/A,N/A,469813147,niconico_craft,N/A,MCInfoBot,79843
815,0,771547051976822789,2,0,133,242,2271491125,N/A,N/A,N/A,469813147,niconico_craft,N/A,MCInfoBot,79843
816,0,771547049728716800,2,0,133,242,2271491125,N/A,N/A,N/A,469813147,niconico_craft,N/A,MCInfoBot,79843
817,1,771547048197787652,1,3,98,35,72101890,N/A,N/A,N/A,10228272,YouTube,N/A,BigBullet11990,1235
818,0,771547046880784384,2,0,133,242,2271491125,N/A,N/A,N/A,2219612450,minecraft_commu,N/A,MCInfoBot,79843
819,0,771547035317133312,0,71,15,37,3318941072,N/A,N/A,N/A,10228272,YouTube,N/A,jhonny80654,40
820,0,771547032288763904,0,0,13,6,2253879218,N/A,N/A,N/A,N/A,N/A,N/A,Minecraft0116,3769
821,0,771547015104729089,0,8899,84348,34334,406486814,N/A,N/A,N/A,10228272,YouTube,N/A,DonDonTheGreat,17978
822,0,771547014559518720,0,4027,11629,10849,746109012,N/A,N/A,N/A,10228272,YouTube,N/A,littlgrey,42696
823,0,771546997169922048,0,22,20,44,2278234928,N/A,N/A,N/A,10228272,YouTube,N/A,Strager_Player,1162
824,0,771546997161472001,0,7289,9594,270,4042048334,N/A,N/A,N/A,535327187,BradDoesBanter,N/A,TheBestGinger13,4030
825,0,771546995248861184,0,6129,121,149,531768683,N/A,N/A,N/A,10228272,YouTube,N/A,CaioCODyt,20780
826,0,771546994506477568,0,1,40,128,767683586979880960,N/A,N/A,N/A,N/A,N/A,N/A,minecraft_asd,346
827,0,771546993596305409,0,4,18,57,3207675503,N/A,N/A,N/A,10228272,YouTube,N/A,andregamer89,5561
828,0,771546991994114048,0,100,2627,4999,4877041870,N/A,N/A,N/A,N/A,N/A,N/A,Aliev05Kurban,173999
829,0,771546988005371904,0,1048,310,891,424355673,N/A,N/A,N/A,10228272,YouTube,N/A,AmandaDawn_09,9679
830,0,771546982242332673,495,11381,500,1018,3293458968,N/A,N/A,N/A,279928610,aLexBY11,N/A,wendygetta777,7351
831,0,771546953838493699,392,17,8,54,2930444734,N/A,N/A,N/A,265172396,pamwestrup,N/A,minecraft_ana10,251
832,0,771546952169172992,0,0,26,83,3310768932,N/A,N/A,N/A,10228272,YouTube,N/A,samisaurs,170
833,0,771546951846285315,2,1,4500,5001,469813147,N/A,N/A,N/A,N/A,N/A,N/A,niconico_craft,166204
834,0,771546949426176001,2,1,4500,5001,469813147,N/A,N/A,N/A,N/A,N/A,N/A,niconico_craft,166204
835,0,771546948616675332,3,69,11,95,768132021608742912,N/A,N/A,N/A,2508245716,Zyood_Craft,N/A,SRAB_515_,85
836,0,771546946162921473,2,1,4500,5001,469813147,N/A,N/A,N/A,N/A,N/A,N/A,niconico_craft,166204
837,1,771546945974259713,0,753,110,439,770106820916568065,N/A,N/A,N/A,750019469464969216,Leafys_coffee,N/A,Wubbergamer,464
838,0,771546938353123328,0,659,30,41,3304537141,N/A,N/A,N/A,10228272,YouTube,N/A,desickthekiller,822
839,0,771546911715176448,7,18,13,18,736024769380913152,N/A,N/A,N/A,2836730867,stilus721,N/A,CasiangelTM,115
840,1,771546894761725952,0,4802,470,302,1636544226,N/A,N/A,N/A,532450135,FaZeAdapt,N/A,Hersh922,8312
841,0,771546886347984897,3792,51,44,90,4592256515,N/A,N/A,N/A,4853339380,FreeGGOfficial,N/A,RiveroAntoine,393
842,0,771546882417930244,0,0,5,29,4784042964,N/A,N/A,N/A,10228272,YouTube,N/A,Nicole_Games_Br,221
843,0,771546855276589057,96,17,8,54,2930444734,N/A,N/A,N/A,1337317303,NevShit_26,N/A,minecraft_ana10,251
844,0,771546844346187776,0,1,891,564,115430127,N/A,N/A,N/A,N/A,N/A,N/A,Minecrafter_bot,90973
845,0,771546842265817093,0,1,891,564,115430127,N/A,N/A,N/A,N/A,N/A,N/A,Minecrafter_bot,90973
846,0,771546833369784321,0,1490,122,345,2560968469,N/A,N/A,N/A,10228272,YouTube,N/A,DonnieGames,5013
847,0,771546830828019712,627,99703,1771,1930,3255069349,N/A,N/A,N/A,365815687,CrankThatFrank,N/A,nehoynehoy14,61392
848,0,771546825274732544,0,55,90,226,4705512799,N/A,N/A,N/A,10228272,YouTube,N/A,SalmaGamerYT,242
849,0,771546825081749505,0,51,72,165,2899851037,N/A,N/A,N/A,10228272,YouTube,N/A,Minburleson,137
850,0,771546815531409408,0,1806,50,324,2782088843,N/A,N/A,N/A,10228272,YouTube,N/A,Dirimo0,1692
851,0,771546806949847040,0,18,180,8,2814044819,N/A,N/A,N/A,10228272,YouTube,N/A,LeoRatoGamer,99
852,0,771546798389272576,0,103377,1769,1449,2779734982,N/A,N/A,N/A,10228272,YouTube,N/A,RayssaMaciel28,33859
853,0,771546792307548161,0,78,16,88,759417320326463488,N/A,N/A,N/A,10228272,YouTube,N/A,DieSoso_SpellX,120
854,1,771546784346714112,0,3802,770,927,363884393,N/A,N/A,N/A,10228272,YouTube,N/A,Luizhenriquek1k,22645
855,0,771546763882733570,3,69,11,95,768132021608742912,N/A,N/A,N/A,2508245716,Zyood_Craft,N/A,SRAB_515_,85
856,1,771546763375161344,0,1211,72,81,4247825652,N/A,N/A,N/A,10228272,YouTube,N/A,ApoDemon,3704
857,0,771546763329101826,144,17154,1926,1493,348858595,N/A,N/A,N/A,705740490348634112,luxIife,N/A,YunggCash_,49850
858,0,771546761999503360,0,0,8,9,702629128470716416,N/A,N/A,N/A,10228272,YouTube,N/A,Tinch0PvP,196
859,0,771546757847068672,0,52533,236,161,3016414973,N/A,N/A,N/A,10228272,YouTube,N/A,Rosmery_Cat,14201
860,0,771546757066993665,0,0,13,95,741777381736742912,N/A,N/A,N/A,10228272,YouTube,N/A,12Gokugamer,299
861,0,771546752293871616,1,44,538,87,724764432077746176,N/A,N/A,N/A,36845716,mysticlloyd,N/A,PixelArtPerry,18933
862,0,771546748741267456,0,0,8,6,4883658095,N/A,N/A,N/A,10228272,YouTube,N/A,Taryaki_Playz,640
863,1,771546747680149505,0,841,540,9,720702171080171520,N/A,N/A,N/A,709560393354579968,ChrisML72003,N/A,ShittySUFanart,4976
864,0,771546739702497280,0,6419,637,709,750019469464969216,N/A,N/A,N/A,770106820916568065,Wubbergamer,N/A,Leafys_coffee,4602
865,0,771546728445022208,0,1198,78,278,3703766837,N/A,N/A,N/A,10228272,YouTube,N/A,caleb_almon,4490
866,0,771546719414726658,0,1,261,1565,759682633135783936,N/A,N/A,N/A,N/A,N/A,N/A,333games_,645
867,0,771546716550029312,123,17,8,54,2930444734,N/A,N/A,N/A,1337317303,NevShit_26,N/A,minecraft_ana10,251
868,0,771546712649240580,0,0,2285,1481,2446432586,N/A,N/A,N/A,N/A,N/A,N/A,onflatar86,43012
869,0,771546699722481664,0,0,23,84,2589572994,N/A,N/A,N/A,10228272,YouTube,N/A,naronksak41,240
870,0,771546698841673730,0,2,69,60,728360647398952961,N/A,N/A,N/A,10228272,YouTube,N/A,GamerPerola,463
871,1,771546697411338240,0,7,3,14,739269385072824320,N/A,N/A,N/A,10228272,YouTube,N/A,denyss_allmeida,5
872,0,771546694370533376,0,134,36,91,723600596356444160,N/A,N/A,N/A,10228272,YouTube,N/A,PikenoGrande,253
873,1,771546640960237568,0,5,2,4,719773135621337088,N/A,N/A,N/A,10228272,YouTube,N/A,kimberl21901226,235
874,0,771546636723953664,6,18,1,13,767215962412179456,N/A,N/A,N/A,2877201764,AndroidRapido,N/A,juananto223,29
875,1,771546620873682945,0,368,28,178,4850818701,N/A,N/A,N/A,N/A,N/A,N/A,RykSantos15,60
876,0,771546611725901824,0,162,24,84,3140985934,N/A,N/A,N/A,10228272,YouTube,N/A,FoxGamerevil1,501
877,0,771546611084177409,0,1,19,109,1601839309,N/A,N/A,N/A,10228272,YouTube,N/A,Dilgill123,700
878,0,771546595640827904,0,26696,251,235,1876425830,N/A,N/A,N/A,10228272,YouTube,N/A,CamiftTomates,20301
879,0,771546547460804608,4,2,179,10,2244580544,N/A,N/A,N/A,164719714,Albi_SideArms,N/A,CrewRetweets,40411
880,0,771546536903712768,0,14,13,40,3122397679,N/A,N/A,N/A,10228272,YouTube,N/A,leandro01022003,217
881,0,771546536039686145,0,20068,970,2001,1007073924,N/A,N/A,N/A,10228272,YouTube,N/A,JLJman233489,4011
882,0,771546530624921601,0,34,1489,1860,1658880936,N/A,N/A,N/A,N/A,N/A,N/A,MINECRAFT_KSA99,4084
883,0,771546519224791042,0,26,41,122,4832594063,N/A,N/A,N/A,10228272,YouTube,N/A,GnippohS15,1416
884,0,771546511075225600,0,1488,266,60,2269894335,N/A,N/A,N/A,N/A,N/A,N/A,mrpotato44_,1260
885,0,771546500925038592,0,8,85,121,165464943,N/A,N/A,N/A,10228272,YouTube,N/A,valmerlim,3073
886,0,771546489613017088,0,411,75,45,3250866252,N/A,N/A,N/A,N/A,N/A,N/A,ready_lena,7474
887,0,771546469941641217,0,1,198,23,3407565077,N/A,N/A,N/A,N/A,N/A,N/A,politicsopenn,119889
888,0,771546467114725376,0,0,177,8,2914814698,N/A,N/A,N/A,N/A,N/A,N/A,opennservice,41335
889,0,771546467022405640,270,391,73,48,763539635104456704,N/A,N/A,N/A,1480599504,Devinngarcia,N/A,devinskillas,487
890,0,771546465122471936,0,0,4,10,422013307,N/A,N/A,N/A,10228272,YouTube,N/A,chilwdave2,354
891,0,771546459867000832,0,190,5784,60,108124138,N/A,N/A,N/A,N/A,N/A,N/A,openomroep,855587
892,2,771546442959683584,1,890,3333,2280,2535758810,N/A,N/A,N/A,N/A,N/A,N/A,LearnToMod,1220
893,1,771546441667874816,0,6,112,458,2745402046,N/A,N/A,N/A,10228272,YouTube,N/A,Coodflag123,3161
894,0,771546431387598848,0,1033,540,88,4776059569,N/A,N/A,N/A,3299997447,CurrymanZerise,N/A,lolcreeeps,1834
895,0,771546392468742144,0,672,25,85,3798583653,N/A,N/A,N/A,10228272,YouTube,N/A,lihangame9,1140
896,0,771546387263594497,0,3,12,16,2887332909,N/A,N/A,N/A,10228272,YouTube,N/A,TheFireKillerS2,550
897,0,771546383991971840,0,5339,1873,51,3054855435,N/A,N/A,N/A,10228272,YouTube,N/A,dantrindade_,7431
898,0,771546375951482881,0,126,368,90,743569549857980416,N/A,N/A,N/A,N/A,N/A,N/A,adm0025,2746
899,0,771546375930585095,0,126,368,90,743569549857980416,N/A,N/A,N/A,N/A,N/A,N/A,adm0025,2746
900,0,771546364186546176,0,0,10,15,1520691402,N/A,N/A,N/A,10228272,YouTube,N/A,AdamMcgee64,2084
901,2,771546363129495552,0,0,621,937,3215145105,N/A,N/A,N/A,N/A,N/A,N/A,MinecraftVidsBr,4595
902,0,771546350114578432,0,0,1,2,4241799913,N/A,N/A,N/A,N/A,N/A,N/A,Awesome_Surf11,1
903,0,771546347811975169,0,4,2,11,744285672643694592,N/A,N/A,N/A,64565898,Minecraft,N/A,DorelDunkley,3
904,0,771546315691929600,0,172,101,175,3485551396,N/A,N/A,N/A,10228272,YouTube,N/A,_MissPandinha,494
905,0,771546295500574721,0,568,97,175,728222223828275201,N/A,N/A,N/A,N/A,N/A,N/A,beaver0908_MCSG,1416
906,0,771546281307049987,627,1366,257,417,2772005282,N/A,N/A,N/A,365815687,CrankThatFrank,N/A,LissetR5,422
907,0,771546270234050560,0,0,400,434,2330251764,N/A,N/A,N/A,N/A,N/A,N/A,g9zh1ex9,3615
908,0,771546252789952512,0,6129,121,149,531768683,N/A,N/A,N/A,10228272,YouTube,N/A,CaioCODyt,20780
909,1,771546242342006784,0,289,12,18,757640304048631808,N/A,N/A,N/A,1679822588,GrianMC,N/A,mattfall517,180
910,0,771546239322034176,0,672,104,237,718778276131377153,N/A,N/A,N/A,N/A,N/A,N/A,RaboMCnevermine,1144
911,0,771546193180504069,0,137,14,149,715830800390995968,N/A,N/A,N/A,10228272,YouTube,N/A,mauGamer2,460
912,0,771546173085659140,25,13772,67,74,728024692175585283,N/A,N/A,N/A,716349360,Kiingtong,N/A,_AnimeTrash,3881
913,0,771546161991684096,0,0,18,16,707180643914883073,N/A,N/A,N/A,N/A,N/A,N/A,nanasacise,1084
914,0,771546160402006017,0,776,47,8,2939238316,N/A,N/A,N/A,10228272,YouTube,N/A,Cajun_Yankee,2610
915,0,771546138960769026,0,0,4,29,2932393756,N/A,N/A,N/A,10228272,YouTube,N/A,Edu_Gamee_Plaay,1533
916,0,771546136620388352,0,69,45,107,703832362564472833,N/A,N/A,N/A,N/A,N/A,N/A,tamkame12,444
917,0,771546133696884736,0,1,311,0,4263165678,N/A,N/A,N/A,N/A,N/A,N/A,GameAppxx,289596
918,0,771546124175806464,0,2409,20,19,2933869458,N/A,N/A,N/A,10228272,YouTube,N/A,CharlietoLDT,1279
919,0,771546121197936640,0,884,524,464,701717839921582080,N/A,N/A,N/A,N/A,N/A,N/A,HIKRU_MINECRAFT,1201
920,0,771546117745934337,0,0,0,21,756555813829877760,N/A,N/A,N/A,10228272,YouTube,N/A,zykiton8zk,87
921,1,771546101551816704,1,131,21,26,4903318730,N/A,N/A,N/A,N/A,N/A,N/A,NoobDadGaming,294
922,0,771546090730434564,0,2,16,49,466200020,N/A,N/A,N/A,10228272,YouTube,N/A,JosephPezzullo,112
923,0,771546065535324160,0,9,2,9,705299262985281536,N/A,N/A,N/A,N/A,N/A,N/A,trngngcbchnhi4,384
924,0,771546043821363201,1,3,65,20,760730095338283008,N/A,N/A,N/A,187117728,KanesThoughts,N/A,PokemonFound,1499
925,0,771546027694305280,0,70,7,19,763206201236529153,N/A,N/A,N/A,63485337,notch,N/A,luonggrim459,4
926,2,771546020123545600,0,22745,18141,326,2758316127,N/A,N/A,N/A,10228272,YouTube,N/A,faaxiogamer,20698
927,0,771545993934311424,0,32127,83,91,16337670,N/A,N/A,N/A,N/A,N/A,N/A,ayellowbirds,37561
928,0,771545990331445250,45,19987,660,2320,2489794196,N/A,N/A,N/A,268270621,Vikkstar123,N/A,roshwizzy,36438
929,0,771545984585170944,0,11,24,64,700948912568299521,N/A,N/A,N/A,10228272,YouTube,N/A,kierajanestar1,74
930,0,771545982060236802,0,4,21,65,707340754990014466,N/A,N/A,N/A,177403095,SSundee,N/A,Xx_Calcius_xX,25
931,0,771545979937894400,4,156,24,140,721100467279896577,N/A,N/A,N/A,391953658,K3iferMC,N/A,BD4rck,158
932,0,771545975475146754,0,0,14,2,4787800581,N/A,N/A,N/A,10228272,YouTube,N/A,Ruan_carvalho00,5911
933,0,771545969183694848,1,40107,6594,5898,1186404679,N/A,N/A,N/A,2855249006,Ro65n_minecraft,N/A,__takuwan__,35024
934,0,771545964016308225,3,50266,1960,414,701739707567198208,N/A,N/A,N/A,2179217478,SapTurtle,N/A,CoreFav,54229
935,0,771545947759181824,0,234,53,39,4738208863,N/A,N/A,N/A,N/A,N/A,N/A,JuRa6276,2100
936,0,771545942700937220,0,21071,349,143,2947441120,N/A,N/A,N/A,10228272,YouTube,N/A,Anminecraft_19,10817
937,0,771545903849017344,0,104,163,558,2588377432,N/A,N/A,N/A,10228272,YouTube,N/A,MParis09,369
938,3,771545891563909121,0,3051,745,978,47440087,N/A,N/A,N/A,N/A,N/A,N/A,williamszambran,11332
939,0,771545885910065152,0,51,17,63,753745402369810432,N/A,N/A,N/A,104801286,XboxBR,N/A,AloKochh13,51
940,0,771545883875741698,0,3795,202,253,731474012,N/A,N/A,N/A,763141538,ArkWyze,N/A,Cirr4fun,5104
941,0,771545879010349061,0,1341,82,200,3678263893,N/A,N/A,N/A,10228272,YouTube,N/A,Assassinate777,1745
942,0,771545855362904064,0,2,689,1,490532830,N/A,N/A,N/A,N/A,N/A,N/A,Minecrafterjp,34538
943,0,771545848266186753,0,1203,469,803,3305133014,N/A,N/A,N/A,2266997383,KibitznCaptain,N/A,DEATHGODGT86,2716
944,0,771545835360231425,0,26,33,21,4475210079,N/A,N/A,N/A,10228272,YouTube,N/A,FerGamer32,522
945,0,771545815550570496,4,2,1982,4996,4853808267,N/A,N/A,N/A,587890731,YR__SA,N/A,hsvo241,24232
946,0,771545807010959361,0,776,47,8,2939238316,N/A,N/A,N/A,10228272,YouTube,N/A,Cajun_Yankee,2610
947,0,771545803907137536,0,1526,2428,3166,1597887936,N/A,N/A,N/A,10228272,YouTube,N/A,DylanCahill1999,4583
948,0,771545802502057984,0,82,16,53,764872984024780801,N/A,N/A,N/A,10228272,YouTube,N/A,AvalanchGamer1,127
949,0,771545788337926144,0,2,1094,197,72908090,N/A,N/A,N/A,10228272,YouTube,N/A,iViiihtinho,1938
950,0,771545775704715265,5,18451,278,286,3561770967,N/A,N/A,N/A,3810810974,bubbles_plays,N/A,GamingMonstah1,7670
951,0,771545757681799169,0,156,54,158,505631252,N/A,N/A,N/A,10228272,YouTube,N/A,Adam_Vanorsdale,329
952,0,771545755110617089,4,342,617,926,1645836607,N/A,N/A,N/A,391953658,K3iferMC,N/A,21_guiille,486
953,0,771545746524909568,63440,155,257,563,707070895181975552,N/A,N/A,N/A,2285395602,trianglegs,N/A,RevoluitionGam3,326
954,0,771545740568965121,2,0,133,242,2271491125,N/A,N/A,N/A,469813147,niconico_craft,N/A,MCInfoBot,79843
955,0,771545728627847168,0,318,633,637,165883658,N/A,N/A,N/A,N/A,N/A,N/A,ohizasan,34077
956,0,771545722265083909,627,5491,254,583,2730286704,N/A,N/A,N/A,365815687,CrankThatFrank,N/A,Sydxfive,2157
957,0,771545719597469697,0,9417,305,557,615023746,N/A,N/A,N/A,10228272,YouTube,N/A,TysonsWorldGame,14578
958,1,771545705777246208,0,1058,89,35,1173813883,N/A,N/A,N/A,10228272,YouTube,N/A,superdave4054,3413
959,0,771545701390036993,0,37,33,69,2579178818,N/A,N/A,N/A,10228272,YouTube,N/A,jrsv4,14387
960,0,771545695861956609,0,0,4186,3029,2388916728,N/A,N/A,N/A,N/A,N/A,N/A,nicoranking_bot,215645
961,0,771545692556791809,54,787,386,199,3063366994,N/A,N/A,N/A,20273398,gameinformer,N/A,Erik_Buyer,30470
962,0,771545690325475329,2,71,22314,22837,2219612450,N/A,N/A,N/A,N/A,N/A,N/A,minecraft_commu,36011
963,0,771545687565545472,0,0,0,1,771532537436921857,N/A,N/A,N/A,N/A,N/A,N/A,rekitos,3
964,0,771545685762056192,18,5969,901,616,757538874,N/A,N/A,N/A,527489407,ElRichMC,N/A,MarielaJimena2,12912
965,0,771545685749473280,0,2,178,332,3160201200,N/A,N/A,N/A,10228272,YouTube,N/A,nicholasc601,373
966,0,771545683555856384,0,0,2,0,704831406896082944,N/A,N/A,N/A,10228272,YouTube,N/A,aeroninja_44,47
967,0,771545673011372032,0,356,52,200,4638044069,N/A,N/A,N/A,4333379014,SamicSuperstar,N/A,pickachu528,221
968,0,771545650970275840,0,8335,464,428,368149305,N/A,N/A,N/A,N/A,N/A,N/A,sakuramaru115,16761
969,0,771545640471887872,1,142,39,17,756987131092959232,N/A,N/A,N/A,748184183613329408,MgrayYT,N/A,2B2T_Minecraft,120
970,0,771545639859523585,4,10991,900,570,3462300492,N/A,N/A,N/A,164719714,Albi_SideArms,N/A,AleyahBreann,10249
971,0,771545628614676481,0,1058,151,247,1069958810,N/A,N/A,N/A,10228272,YouTube,N/A,KAHOOLO,950
972,0,771545626785959937,4,3346,105,66,1737979783,N/A,N/A,N/A,164719714,Albi_SideArms,N/A,daniel59187834,2903
973,0,771545626215534594,627,12719,1190,445,854461064,N/A,N/A,N/A,365815687,CrankThatFrank,N/A,nicotinevegas,30473
974,0,771545619441684480,47,1904,101,191,998846251,N/A,N/A,N/A,1853845963,58_gopper,N/A,ksrg_ky,7560
975,0,771545596264009730,0,142,39,17,756987131092959232,N/A,N/A,N/A,2919448372,05_rosemily,N/A,2B2T_Minecraft,120
976,0,771545587342675969,0,0,12,17,3404001313,N/A,N/A,N/A,N/A,N/A,N/A,Aqueduct_y,365
977,0,771545582473052161,1,4,969,1921,3435069911,N/A,N/A,N/A,3228883749,edgaroldo32,N/A,MinecraftToys1,659
978,0,771545562260791296,4,18,1,13,767215962412179456,N/A,N/A,N/A,336822983,BlueOffense,N/A,juananto223,29
979,1,771545561228980224,0,6,9,22,767925313955254272,N/A,N/A,N/A,N/A,N/A,N/A,FireGameDaveXx,17
980,0,771545559941341184,0,16163,198,2,3243037200,N/A,N/A,N/A,3562471,null,N/A,494272,482896
981,0,771545555315019776,0,5,22,56,2697162457,N/A,N/A,N/A,10228272,YouTube,N/A,RthrG,975
982,0,771545550520852481,0,77,10,6,4889200425,N/A,N/A,N/A,10228272,YouTube,N/A,sarv9208,837
983,0,771545538227429376,0,14,49,120,2593564531,N/A,N/A,N/A,10228272,YouTube,N/A,TheDragon114,263
984,47,771545518027657216,4,3920,407286,224,164719714,N/A,N/A,N/A,10228272,YouTube,N/A,Albi_SideArms,22287
985,0,771545517918605312,0,196,15,54,4874776597,N/A,N/A,N/A,N/A,N/A,N/A,SnippyLemming14,33
986,0,771545512457613312,0,3,23,60,3196280579,N/A,N/A,N/A,10228272,YouTube,N/A,theharshshow,408
987,0,771545496544350208,0,5,12,31,160964432,N/A,N/A,N/A,10228272,YouTube,N/A,brungabr,66
988,0,771545482577321984,0,11,23,121,722940490979495936,N/A,N/A,N/A,10228272,YouTube,N/A,Sho0t3rr,1945
989,0,771545478383046661,0,661,19511,167,142691654,N/A,N/A,N/A,2330345156,KraynJV,N/A,minecraft_fra,10278
990,0,771545477602942976,0,134,237,254,138523672,N/A,N/A,N/A,36113543,sarcasmbully,N/A,NiceHaloGamer,7346
991,0,771545471336665096,1,50,616,1103,709879044414672900,N/A,N/A,N/A,720702171080171520,ShittySUFanart,N/A,Frisk_therisk,3231
992,0,771545469075922944,63440,5,54,105,4864318156,N/A,N/A,N/A,2285395602,trianglegs,N/A,plowno,124
993,0,771545466966151168,0,0,23,84,2589572994,N/A,N/A,N/A,10228272,YouTube,N/A,naronksak41,240
994,0,771545464785149952,0,64,6,22,4647082945,N/A,N/A,N/A,10228272,YouTube,N/A,maxst581,204
995,0,771545464403406852,0,0,3117,3747,490013314,N/A,N/A,N/A,N/A,N/A,N/A,yukkuri_jikkyou,292066
996,0,771545463887568896,0,58,20,89,3473155815,N/A,N/A,N/A,10228272,YouTube,N/A,FLAMELPVP,1372
997,0,771545458183254016,0,325,180,508,1663613684,N/A,N/A,N/A,10228272,YouTube,N/A,RoschAndrew,1292
998,0,771545442458869760,3,15,3300,17,2730512939,N/A,N/A,N/A,2179217478,SapTurtle,N/A,WarpGatesMine,82538
999,0,771545440546283522,1,15,3300,17,2730512939,N/A,N/A,N/A,1334921941,corbacraft,N/A,WarpGatesMine,82538
